umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedWidth,expandedHeight,expandedAspectRatio
,Terns swarm the salt ponds on San Diego Bay NWR in June,,"Terns swarm the salt ponds on San Diego Bay NWR in June. An Elegant tern (ELTE) colony on the San Diego Bay NWR, made up of about 10,000 nests. This is only one of the main levees they nest on each year. This year (2010) was a record-breaking year for ELTE's",6589166357_fb2e769763_o,ds13023,Rinus Baak,,6/2/2010,6/2/2010,6/2/2010,"San Diego Bay National Wildlife Refuge, CA",,32.5983148,-117.1229822,Attic / Coast to Cactus,"Terns swarm the salt ponds on San Diego Bay National Wildlife Refuge in June. This Elegant Tern colony is made up of about 10,000 nests.",Bandadas de charranes descienden sobre las lagunas de agua salada en la Reserva Nacional de Vida Silvestre de la Bahía de San Diego en el mes de Junio. Esta colonia de charranes elegantes está compuesta de aproximadamente 10.000 nidos.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Brian Collins/U.S. Fish and Wildlife Service,"bird, tern",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6589166357/in/set-72157625068637776/,,,,,175,152,1.15132,1500,1299,1.15473
,Long-billed curlew,,A long-billed curlew takes a stroll while searching for mollusks and crustaceans along the tideline near the US/Mexico border fence on Borderfield State Park.,6588890703_87b68d4ae6_o,ds13022,Stephanie Weagley/USFWS,,7/18/2011,7/18/2011,7/18/2011,"Border Field State Park, San Diego, CA",,32.544702,-117.122063,Attic / Coast to Cactus,A Long-billed Curlew takes a stroll while searching for mollusks and crustaceans along the tideline near the US/Mexico border fence on Border Field State Park.,Un zarapito pico largo da un paseo mientras busca moluscos y crustáceos a lo largo del límite de la marea cerca de la frontera entre EEUU y México en el Parque Estatal Border Field.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Rinus Baak/U.S. Fish and Wildlife Service,"curlew, bird",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6588890703/in/set-72157625068637776/,,,,,175,126,1.38889,1500,1080,1.38889
,Light-footed clapper rail receives leg band,,"Light-footed clapper rail receives leg band. Carlsbad Fish & Wildlife Service biologist, Erin McCarthy, holds an endangered light-footed clapper rail while it receives a leg band before being released into the wild July 19, 2011, at the San Diego River Channel, San Diego, CA. This bird was captive bred in a clapper rail recovery program. The recovery program is a partnership between three breeding centers, along with the USFWS, U.S. Navy, the Port of San Diego, the California Department of Fish and Game and independent wildlife biolgists.",5959315150_b8dcdc6631_o,ds13021,Eric Kershner,,7/18/2011,7/18/2011,7/18/2011,"San Diego, CA",,32.7581047,-117.2494814,Attic / Coast to Cactus,U.S Fish & Wildlife Service biologist Erin McCarthy holds an endangered Light-footed Clapper Rail while it receives a leg band before being released into the wild.,"Erin McCarthy, bióloga del Servicio de Pesca y Vida Silvestre de los EEUU, sostiene un rascón picudo (especie en peligro) mientras se le coloca una banda identificatoria en la pata antes de soltarlo en la naturaleza.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Stephanie Weagley/U.S. Fish and Wildlife Service,"clapper rail, endangered, wetland, bird",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/5959315150/in/set-72157625068637776/,,,,,175,119,1.47059,1500,1023,1.46628
,"van Rossem's gull-billed tern,",,"van Rossem's gull-billed tern. They are a medium-sized migratory seabird that feed on a variety of small prey items, including crabs, lizards, insects, chicks of other bird species, and fish. They are also a ground-nesting species whose nests consist of shallow scrapes with pieces of rocks, shells, or fish bones.",5759704018_f35a279008_o,ds13020,,,5/12/2010,5/12/2010,5/12/2010,"San Diego Bay National Wildlife Refuge, CA",,32.5983148,-117.1229822,Attic / Coast to Cactus,"Van Rossem's Gull-billed Tern are a medium-sized migratory seabird that feed on a variety of small prey items, including crabs, lizards, insects, chicks of other bird species, and fish.","Los charranes pico grueso Van Rossem son aves marinas migratorias de tamaño mediano que se alimentan de una variedad de pequeñas presas, incluidos cangrejos, lagartijas, insectos, polluelos de otras especies de aves, y peces.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0", Eric Kershner/U.S. Fish and Wildlife Service,"tern, bird",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/5759704018/in/set-72157625068637776/,,,,,175,117,1.49573,1500,1003,1.49551
,,,Mr. Wright hunting beetles.,A28_001 Imperial beach beetle hunting 1,ds13019,Susanne Clara Bard,,5/2/1925,5/2/1925,5/2/1925,"Imperial Beach, CA",,32.5628648,-117.1164069,Attic / Coast to Cactus,Mr. Wright hunting beetles for the San Diego Natural History Museum.,El Sr. Wright cazando escarabajos para el Museo de Historia Natural de San Diego.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,beetle,,,,,,,Coast,13,San Diego - Coast,,San Diego Natural History MuseumRare Book Room page scan A28,,,,,175,94,1.8617,1500,803,1.868
,,,Dog surfing competition at Imperial Beach.,SBard_ImperialBeachdogsurfing,ds13018,Susanne Clara Bard,,2013,2013-00-00,2013,"Imperial Beach, CA",,32.5628648,-117.1164069,Attic / Coast to Cactus,Only in San Diego: a dog surfing competition is held every year at Imperial Beach.,Únicamente en San Diego: una competencia de surfing de perros se realiza cada año en Imperial Beach.,,,,,,© Susanne Clara Bard,Susanne Clara Bard,dog,Need release,,,,,,Coast,13,San Diego - Coast,,,,,,,175,123,1.42276,1500,1051,1.42721
,,,The Coronado Bridge is over 2 miles long.,SBard_CoronadoBridge,ds13017,Susanne Clara Bard,,2013,2013-00-00,2013,"Coronado Island, CA",,32.6463448,-117.1735194,Attic / Coast to Cactus,The Coronado Bridge connects San Diego and Coronado Island. It is over two miles long.,El Puente Coronado conecta San Diego y la Isla de Coronado. Tiene una longitud de más de dos millas.,,,,,,© Susanne Clara Bard,Susanne Clara Bard,bridge,Need release,,,,,,Coast,13,San Diego - Coast,,,,,,,175,114,1.53509,1500,980,1.53061
,,,Toby Vinje tests the waters at Coronado Beach.,SBard_CoronadoBeach04,ds13016,Susanne Clara Bard,,2013,2013-00-00,2013,"Coronado Island, CA",,32.6463448,-117.1735194,Attic / Coast to Cactus,Toby Vinje tests the waters at Coronado Beach.,Toby Vinje tantea el agua en Coronado Beach.,,,,,,© Susanne Clara Bard,Susanne Clara Bard,"beach, children",Need release,,,,,,Coast,13,San Diego - Coast,,,,,,,131,175,0.748571,1125,1500,0.75
,,,The Vinjes look out on the Pacific Ocean after a big storm.,SBard_AfterTheStorm,ds13015,Susanne Clara Bard,,2014,2014-00-00,2014,"Sunset Cliffs, San Diego, CA",,32.727287,-117.2509864,Attic / Coast to Cactus,The Vinjes look out on the Pacific Ocean after a big storm.,La familia Vinje mira hacia el Océano Pacífico después de una gran tormenta.,,,,,,© Susanne Clara Bard,Susanne Clara Bard,storm,Need release,,,,,,Coast,13,San Diego - Coast,,,,,,,175,127,1.37795,1500,1090,1.37615
,,,Sunset at Cabrillo National Monument.,SBard_Cabrillo,ds13014,,,2014,2014-00-00,2014,"Cabrillo National Monument, Point Loma, CA",,32.6728385,-117.2411559,Attic / Coast to Cactus,Sunset at Cabrillo National Monument.,Puesta de sol en el Monumento Nacional Cabrillo.,,,,,,© Susanne Clara Bard,Susanne Clara Bard,sunset,Need release,,,,,,Coast,13,San Diego - Coast,,,,,,,175,104,1.68269,1500,890,1.68539
,,,Big lobster caught by Tom Guydos off Sunset Cliffs in Ocean Beach (spearfishing).,SDHNM_Randerson_004,ds13013,,,1954,1954-00-00,1954,"Ocean Beach, San Diego, CA",,32.727287,-117.2509864,Attic / Coast to Cactus,Big lobster caught by Tom Guydos off Sunset Cliffs in Ocean Beach while spearfishing.,Enorme langosta atrapada por Tom Guydos cuando estaba pescando con arpón en Sunset Cliffs en Ocean Beach.,,,,,,© Susan Randerson,Susan Randerson,lobster,,Y,,,,,Coast,13,San Diego - Coast,,,,,,,173,175,0.988571,1484,1500,0.989333
,,,"The San Diego River is normally quite dry, but after the storm of April 5, 1926, quite a head of water was running under Old Town Bridge.",A31_001 San diego river high water 1926,ds13012,,,1926,1926-00-00,1926,"San Diego, CA",,32.7525667,-117.2027521,Attic / Coast to Cactus,"The San Diego River is normally quite dry, but after the storm of April 5, 1926, quite a head of water was running under the Old Town Bridge.","El Río de San Diego está normalmente bastante seco, pero después de la tormenta del 5 de abril de 1926, una notable cantidad de agua corría bajo el Puente de Old Town.",,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,river,,,,,,,Coast,13,San Diego - Coast,,San Diego Natural History Museum Rare Book Room Page Scan A31,,,,,175,102,1.71569,1500,870,1.72414
,,,"Portion of business section and harbor, San Diego, California, 1911",3b46755u,ds13011,"Lee, Russell",,1911,1911-00-00,1911,"San Diego, CA",,32.6837881,-117.1218014,Attic / Coast to Cactus,A portion of San Diego's business section and harbor.,Una parte del sector comercial y el puerto de San Diego.,,,,,,Library of Congress/Copyright by Arcade View Co.,Library of Congress Prints and Photographs Division,"harbor, aerial","Check - Copyright listed as: ""by Arcade View Co.""",,,,,,Coast,13,San Diego - Coast,,http://www.loc.gov/pictures/item/91787430/,,,,,175,125,1.4,1500,1070,1.40187
,,,Sign Welcome to San Diego. California,8c00331u,ds13010,Susanne Clara Bard,,1941,1941-00-00,1941,"Old Town, San Diego, CA",,32.7537206,-117.1953484,Attic / Coast to Cactus,"""Welcome to San Diego, California"" sign.","Cartel de ""Bienvenido a San Diego, California"".",,,,,,Library of Congress Farm Security Administration/Public Domain,Library of Congress Farm Security Administration,San Diego,"No known restrictions. For information, see U.S. Farm Security Administration/Office of War Information Black & White Photographs(http://www.loc.gov/rr/print/res/071_fsab.html)",,,,,,Coast,13,San Diego - Coast,,http://www.loc.gov/pictures/item/fsa2000019597/PP/,,,,,175,130,1.34615,1500,1117,1.34288
,,,Mission Beach at sunset.,SBard_MissionBeach03,ds13009,Detroit Publishing Co.,,2014,2014-00-00,2014,"Mission Beach, San Diego, CA",,32.7752065,-117.2491349,Attic / Coast to Cactus,Mission Beach at sunset.,Mission Beach a la puesta de sol.,,,,,,© Susanne Clara Bard,Susanne Clara Bard,beach,Need release,,,,,,Coast,13,San Diego - Coast,,,,,,,175,126,1.38889,1500,1077,1.39276
,,,Hotel Del Coronado,4a32222u,ds13008,Jim Melli,,1899,1899-00-00,1899,"Coronado Island, CA",,32.6463448,-117.1735194,Attic / Coast to Cactus,"The Hotel Del Coronado, San Diego.","El Hotel Del Coronado, San Diego.",,,,,,"Library of Congress/Copyright deposit, State Historical Society of Colorado; 1949.",Library of Congress,hotel,"""No known restrictions on publication."" Copyright deposit. State Historical Society of Colorado; 1949.",,,,,,Coast,13,San Diego - Coast,THEN?,http://www.loc.gov/pictures/item/det1994008831/PP/  get more details on photo,,,,,175,144,1.21528,1500,1235,1.21457
,,,Tijuana Estuary,JMelli46_13926644414_6a0c236dd1_o,ds13007,Jim Melli,,4/11/2014,4/11/2014,4/11/2014,"Tijuana Estuary, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,"Brown Pelicans, Western Gulls and Terns loafing at Tijuana Estuary.","Pelícanos pardos, gaviotas occidentales y charranes holgazaneando en el Estuario de Tijuana.",,,,,,©Jim Melli,Jim Melli,estuary,Need release,,,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/melli46/13926644414/in/set-72157644127089763  get more details on photo,,,,,175,125,1.4,1500,1069,1.40318
,,,Tijuana Estuary,JMelli46_13926648264_ff770fe58d_o,ds13006,Jim Melli,,4/11/2014,4/11/2014,4/11/2014,"Tijuana Estuary, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,A flock of Terns flying over Tijuana Estuary.,Una bandada de charranes volando sobre el Estuario de Tijuana.,,,,,,©Jim Melli,Jim Melli,estuary,Need release,,,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/melli46/13926648264/in/set-72157644127089763  get more details on photo,,,,,175,117,1.49573,1500,1000,1.5
,,,Tijuana Estuary,JMelli46_13926264333_61efaabb76_o,ds13005,Jim Melli,,4/11/2014,4/11/2014,4/11/2014,"Tijuana Estuary, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,California Horn Snails (Cerithidiopsis californica) are common in salt marsh estuaries.,Los caracoles de cuerno (Cerithidiopsis californica) son comunes en estuarios con marismas de agua salada.,,,,,,©Jim Melli,Jim Melli,estuary,Need release,,,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/melli46/13926264333/in/set-72157644127089763 get more details on photo,,,,,175,121,1.44628,1500,1034,1.45068
,,,Tijuana Estuary,JMelli46_13926215605_536d7dd402_o,ds13004,Inspired by Nature Book,,4/11/2014,4/11/2014,4/11/2014,"Tijuana Estuary, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,Sand-verbena (Abronia maritima).,Alfombrilla (Abronia maritima).,,,,,,©Jim Melli,Jim Melli,estuary,Need release,,,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/melli46/13926215605/in/set-72157644127089763 get more details on photo,,,,,175,116,1.50862,1500,992,1.5121
11670862,,,Girl Scouts on a nature walk at Coronado.,walk beach ch5,ds13003,Susanne Clara Bard,,Between 1922 and 1932,1927-00-00,1922/1932,"Coronado Island, CA",,32.6463448,-117.1735194,Attic / Coast to Cactus,Girl Scouts on a nature walk at Coronado.,Girl Scouts en una caminata por la naturaleza en Coronado.,,,,,,?,San Diego Natural History Museum,beach,,,,,,,Coast,13,San Diego - Coast,,San Diego Natural History Museum Date is approximate 1947-63; ca. 1927,,,,,175,76,2.30263,1500,647,2.31839
,,,Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.,SBard_CoronadoBeachSandcastles02,ds13002,,,2013,2013-00-00,2013,"Coronado Island, CA",,32.6463448,-117.1735194,Attic / Coast to Cactus,Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.,Los niños construían castillos de arena en la Isla de Coronado en 1925 al igual que hoy en día.,,,,,,© Susanne Clara Bard,Susanne Clara Bard,"children, beach",Need release,,,,,,Coast,13,San Diego - Coast,NOW1,,,,,,175,131,1.33588,1500,1125,1.33333
,,,Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.,94_19136-119 Children building a sand castle on a beach in Coronado 1925_R,ds13001,,,1925,1925-00-00,1925,"Coronado Island, CA",,32.6463448,-117.1735194,Attic / Coast to Cactus,Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.,Los niños construían castillos de arena en la Isla de Coronado en 1925 al igual que hoy en día.,,,,,,© San Diego History Center,San Diego History Center,"children, beach",Need permissions,,,,,,Coast,13,San Diego - Coast,THEN1,Then photo to go with Now sandcastle building,,,,,175,136,1.28676,1500,1163,1.28977
,Collecting trip SDNHM,,The dam at Big Bear Lake. From a San Diego Natural History Museum collecting trip to Bluff Lake.,A63_001 Bear Lake dam,ds12012,,,1924,1924-00-00,1924,"Big Bear Lake, CA",,34.2447662,-116.902604,Attic / Coast to Cactus,The dam at Big Bear Lake. From a San Diego Natural History Museum collecting trip to Bluff Lake.,El dique en el Lago Big Bear. De una expedición de recolección del Museo de Historia Natural de San Diego al Lago Bluff.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,,,,,,,,Mountains,12,San Bernardino Mountains,,San Diego Natural History Museum Rare Book Room Page Scan A63,,,,,175,140,1.25,1500,1204,1.24585
,Collecting trip SDNHM,,"In the control, Clark Grade. From a San Diego Natural History Museum collecting trip to Bluff Lake.",A62_001 lines of cars_R,ds12011,Tony Hall,,1924,1924-00-00,1924,"Bluff Lake, CA",,34.220426,-116.965867,Attic / Coast to Cactus,"""In the control, Clark Grade."" From a San Diego Natural History Museum collecting trip to Bluff Lake.","“En el control, pendiente de Clark”. De una expedición de recolección del Museo de Historia Natural de San Diego al Lago Bluff.",,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,,,,,,,,Mountains,12,San Bernardino Mountains,,San Diego Natural History Museum Rare Book Room Page Scan A63,,,,,175,136,1.28676,1500,1163,1.28977
,Silverwood Lake.,,View of Silverwood Lake from the Rim of the World Scenic Byway (Route 138) in the San Bernardino Mountains.,5140675963_e74e16ba14_o,ds12010,Mitch Barrie,,11/2/2010,11/2/2010,11/2/2010,"Silverwood Lake, CA",,34.2906176,-117.3249217,Attic / Coast to Cactus,View of Silverwood Lake from the Rim of the World Scenic Byway (Route 138) in the San Bernardino Mountains.,Vista del Lago Silverwood desde el Rim of the World Scenic Byway (sendero pintoresco de la orilla del mundo) (Ruta 138) en las montañas San Bernardino.,,,,,,"(CC) Tony Hall, Creative Commons License 2.0",Tony Hall,,https://creativecommons.org/licenses/by-nd/2.0/,,https://creativecommons.org/licenses/by-nd/2.0/,,,,Mountains,12,San Bernardino Mountains,,https://www.flickr.com/photos/anotherphotograph/5140675963/,,,,,175,131,1.33588,1500,1125,1.33333
