umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedHeight,expandedWidth,expandedAspectRatio,
,Mission Bay 1912,,Mission Bay - 1912,SDHC_DS_Mission Bay 1912_13806_R.jpg,ds13048,,,1912,1912-00-00,1912,"Mission Bay, San Diego, CA",,32.777574,-117.2293209,,Mission Bay.,Mission Bay.,,,,,, Â© San Diego History Center,San Diego History Center,bay,Need permissions,,Need permissions,,,,Coast,13,San Diego - Coast,THEN?,http://www.sandiegohistory.org/photostore/product/mission-bay-1912/,,,,,175,88,1.98864,1000,500,2,Mission Bay.
,Mission Bay,,MISSION BAY - VIEW LOOKING NORTH FROM JELLETT AND PACIFIC HIGHWAY - 1906 - #214,214 Pacific Beach - Rose Canyon - 1906,ds13047,,,1906,1906-00-00,1906,"Mission Bay, San Diego, CA",,32.777574,-117.2293209,,Mission Bay - view looking north from Jellett and Pacific Highway.,Mission Bay - vista mirando al norte desde Jellett y Pacific Highway.,,,,,, Â© San Diego History Center,San Diego History Center,bay,Need permissions,,Need permissions,,,,Coast,13,San Diego - Coast,THEN?,http://www.sandiegohistory.org/prints/m-m/mission-bay-view-looking-north-jellett-and-pacific-highway-1906-214,,,,,175,140,1.25,1000,800,1.25,Mission Bay - vista mirando al norte desde Jellett y Pacific Highway.
,Red san verbena,,Red sand verbena,13903101962_2e72345ed8_o,ds13046,Jim Melli,,11-Apr-14,4/11/14,2014-Apr-11,Tijuana Estuary,,32.551019,-117.111768,Attic / Coast to Cactus,Red sand-verbena.,Alfombrilla.,,,,,,Â©Jim Melli,Jim Melli,"verbena, plant",,Need release,,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/melli46/13903101962/in/set-72157644127089763,,,,,175,115,1.52174,1000,657,1.52207,Alfombrilla.
,Osprey in flight over Sweetwater Marsh,,Osprey in flight over Sweetwater Marsh,7114010895_8b993d4df5_o,ds13045,,,25-Apr-12,4/25/12,2012-Apr-25,"San Diego Bay National Wildlife Refuge, CA",,32.5983148,-117.1229822,Attic / Coast to Cactus,Osprey in flight over Sweetwater Marsh.,Un Ã¡guila pescadora en vuelo sobre la Marisma de Sweetwater.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",U.S. Fish and Wildlife Service,"osprey, bird, marsh",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,,,,,,175,117,1.49573,1000,666,1.5015,Un Ã¡guila pescadora en vuelo sobre la Marisma de Sweetwater.
,Sweetwater River Flood Control Channel,,The Sweetwater River divides two portions of the Sweetwater Marsh Unit of the San Diego Bay NWR.,7114016167_f3a3a6c53d_o,ds13044,Lisa Cox,,25-Apr-12,4/25/12,2012-Apr-25,"San Diego Bay National Wildlife Refuge, CA",,32.5983148,-117.1229822,Attic / Coast to Cactus,The Sweetwater River divides two portions of the Sweetwater Marsh Unit of the San Diego Bay National Wildlife Refuge.,"El RÃ_o Sweetwater divide dos porciones de la unidad de la Marisma de Sweetwater del
 Refugio Nacional de Vida Silvestre de la BahÃ_a de San Diego.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,"river, marsh",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/7114010895/in/set-72157628606924721,,,,,175,46,3.80435,1000,263,3.80228,"El RÃ_o Sweetwater divide dos porciones de la unidad de la Marisma de Sweetwater del
 Refugio Nacional de Vida Silvestre de la BahÃ_a de San Diego."
,Chula Vista Nature Center on the Sweetwater Marsh Unit of the San Diego Bay NWR,,"The Chula Vista Nature Center is located on Sweetwater Marsh, and has been in operation since 1987.",6584496523_0b122391c3_o,ds13043,Lisa Cox,,1-Jun-11,6/1/11,2011-Jun-01,"San Diego Bay National Wildlife Refuge, CA",,32.5983148,-117.1229822,Attic / Coast to Cactus,"The Chula Vista Nature Center is located on Sweetwater Marsh, and has been in operation since 1987.",El Centro de Naturaleza de Chula Vista opera desde 1987 y se encuentra en la Marisma de Sweetwater.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,marsh,https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6584496523/in/set-72157628606924721,,,,,175,117,1.49573,1000,667,1.49925,El Centro de Naturaleza de Chula Vista opera desde 1987 y se encuentra en la Marisma de Sweetwater.
,Cleveland sage (Salvia clevelandii),,"Cleveland sage (Salvia clevelandii). A bee's-eye-view, taken at the Visitor Center on Tijuana Slough NWR, looking southwest toward the ocean.",6798012855_621fca562e_o,ds13042,Lisa Cox,,28-Apr-11,4/28/11,2011-Apr-28,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,"Cleveland Sage (Salvia clevelandii). A bee's-eye-view, taken at the Visitor Center on Tijuana Slough National Wildlife Refuge, looking southwest toward the ocean.","Salvia de Cleveland (Salvia clevelandii). Una vista a vuelo de abeja desde el Centro de Visitantes en la Reserva Nacional de Vida Silvestre de la CiÃ©naga de Tijuana, mirando al sudoeste hacia el ocÃ©ano.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,"sage, plant",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6798012855/in/set-72157628527901173/,,,,,175,123,1.42276,1000,704,1.42045,"Salvia de Cleveland (Salvia clevelandii). Una vista a vuelo de abeja desde el Centro de Visitantes en la Reserva Nacional de Vida Silvestre de la CiÃ©naga de Tijuana, mirando al sudoeste hacia el ocÃ©ano."
,Belding's Savannah sparrow (adult),,"Belding's Savannah sparrow (adult). The Belding's is very similar to the large-billed sparrow populations, however it has darker and heavier blackish streaking overall. It is a State Endangered bird, and frequents the marshes of both the Tijuana Slough NWR and San Diego Bay NWR.",6797859257_28fa73d6ee_o,ds13041,Rinus Baak,,23-Dec-10,12/23/10,2010-Dec-23,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,Adult Belding's Savannah Sparrow. This state-designated endangered bird frequents the marshes of both the Tijuana Slough NWR and San Diego Bay NWR.,"GorriÃ_n sabanero de Belding adulto. Este pÃ¡jaro, designado especie en peligro por el Estado, frecuenta las marismas tanto de la RN de VS de la CiÃ©naga de Tijuana como de la RN de VS de la BahÃ_a de San Diego.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Rinus Baak/U.S. Fish and Wildlife Service,"sparrow, bird, endangered",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6797859257/in/set-72157628527901173/,,,,,126,175,0.72,575,800,0.71875,"GorriÃ_n sabanero de Belding adulto. Este pÃ¡jaro, designado especie en peligro por el Estado, frecuenta las marismas tanto de la RN de VS de la CiÃ©naga de Tijuana como de la RN de VS de la BahÃ_a de San Diego."
,Great blue heron (adult),,Great blue heron (adult),6796508449_c77160ce71_o,ds13040,Rinus Baak,,17-Jan-09,1/17/09,2009-Jan-17,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,Adult Great Blue Heron.,Garza morena adulta.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Rinus Baak/U.S. Fish and Wildlife Service,"heron, bird",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6796508449/in/set-72157628527901173,,,,,175,117,1.49573,1000,667,1.49925,Garza morena adulta.
,Looking for creatures in the marsh,,"Fifth and sixth grade students from a local elementary school peer over the McCoy Trail bridge to look for fiddler crabs, or perhaps a glimpse of a Light-footed clapper rail.",6555522255_2f1ef54cf1_o,ds13039,Lisa Cox,,24-Oct-11,10/24/11,2011-Oct-24,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,"Fifth and sixth grade students from a local elementary school peer over the McCoy Trail bridge to look for Fiddler Crabs, or perhaps a glimpse of a Light-footed Clapper Rail.",Estudiantes de quinto y sexto grado de una escuela primaria local atisban desde el puente del sendero McCoy en busca de cangrejos violinistas o quizÃ¡s avistar un rascÃ_n picudo.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,children,https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6555522255/in/set-72157628527901173/,,,,,175,117,1.49573,1000,667,1.49925,Estudiantes de quinto y sexto grado de una escuela primaria local atisban desde el puente del sendero McCoy en busca de cangrejos violinistas o quizÃ¡s avistar un rascÃ_n picudo.
,Yellow crowned night heron (Nyctanassa violacea) catching a crab,,Yellow crowned night heron (Nyctanassa violacea) catching a crab. This night heron is considered by some birders as rare here in the marshes of Southern California.,6555455279_87c5988a1f_o,ds13038,Rinus Baak,,14-May-11,5/14/11,2011-May-14,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,Yellow-crowned Night Heron (Nyctanassa violacea) catching a crab. This night heron is considered rare by some birders here in the marshes of Southern California.,Un pedrete corona clara (Nyctanassa violacea) cazando un cangrejo. Este pedrete nocturno es considerado inusual por algunos observadores de pÃ¡jaros aquÃ_ en los marjales del sur de California.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Rinus Baak/U.S. Fish and Wildlife Service,"heron, bird",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6555455279/in/set-72157628527901173/,,,,,175,119,1.47059,1000,682,1.46628,Un pedrete corona clara (Nyctanassa violacea) cazando un cangrejo. Este pedrete nocturno es considerado inusual por algunos observadores de pÃ¡jaros aquÃ_ en los marjales del sur de California.
,Matilija poppy (Romneya coulteri),,Matilija poppy (Romneya coulteri),6555447597_c8f4b2073b_o,ds13037,Rinus Baak,,14-May-11,5/14/11,2011-May-14,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,Matilija Poppy (Romneya coulteri),Matilija Poppy (Romneya coulteri).,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Rinus Baak/U.S. Fish and Wildlife Service,"plant, poppy",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6555447597/in/set-72157628527901173/,,,,,175,117,1.49573,1000,667,1.49925,Matilija Poppy (Romneya coulteri).
,Bird tracks in the marsh,,Bird tracks in the marsh.,6555240667_3f398a24ac_o,ds13036,Lisa Cox,,12-Apr-11,4/12/11,2011-Apr-12,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,Bird tracks in the marsh.,Huellas de pÃ¡jaro en la marisma.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,"bird, marsh",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6555240667/in/set-72157628527901173/,,,,,175,117,1.49573,1000,667,1.49925,Huellas de pÃ¡jaro en la marisma.
,Light-footed clapper rail (LFCR) nest and eggs,,"Light-footed clapper rail (LFCR) nest and eggs. An unusually high number of eggs in this nest, this LFCR pair is sure to hatch a successful clutch. (Lisa Cox/USFWS)",6555220953_1a50f8b606_o,ds13035,Lisa Cox,,12-Apr-11,4/12/11,2011-Apr-12,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,"Light-footed Clapper Rail nest and eggs. An unusually high number of eggs in this nest, this pair is sure to hatch a successful clutch.","Nido y huevos de rascÃ_n picudo. Un nÃºmero inusualmente alto de huevos en este nido, esta pareja seguramente criarÃ¡ una exitosa nidada.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,"bird, calpper rail",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6555220953/in/set-72157628527901173/,,,,,175,128,1.36719,1000,730,1.36986,"Nido y huevos de rascÃ_n picudo. Un nÃºmero inusualmente alto de huevos en este nido, esta pareja seguramente criarÃ¡ una exitosa nidada."
,California Cordgrass (Spartina foliosa)horizon,,California Cordgrass (Spartina foliosa).,6555208019_0a102640e3_o,ds13034,Lisa Cox,,12-Apr-11,4/12/11,2011-Apr-12,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,California Cordgrass (Spartina foliosa).,Espartina (Spartina foliosa).,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,"plant, cordgrass",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6555208019/in/set-72157628527901173/,,,,,175,118,1.48305,1000,674,1.48368,Espartina (Spartina foliosa).
,Beach evening primrose (Camissonia cheiranthifolia),,"Beach evening primrose (Camissonia cheiranthifolia). A native dune species, this gorgeous yellow flower blooms from April to August.",6555193931_6924284fc2_o,ds13033,Lisa Cox,,28-Apr-11,4/28/11,2011-Apr-28,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,"Beach Evening Primrose (Camissonia cheiranthifolia). A native dune species, this gorgeous yellow flower blooms from April to August.","Beach Evening Primrose (Camissonia cheiranthifolia).  Una especie nativa de las dunas, esta hermosa flor amarilla florece desde abril a agosto.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,"primrose, plant",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6555193931/in/set-72157628527901173/,,,,,175,117,1.49573,1000,667,1.49925,"Beach Evening Primrose (Camissonia cheiranthifolia).  Una especie nativa de las dunas, esta hermosa flor amarilla florece desde abril a agosto."
,Front gate entrance to the beach and dune habitat on TJNWR,,"Front gate entrance to the beach and dune habitat on Tijuana River National Wildlife Refuge. Every day, this gate is opened at sunrise and closed at sunset by the City of Imperial Beach Lifeguards who help patrol the beach, along with US Border Patrol and the US Fish & Wildlife Service staff.",6555184265_384d2ca568_o,ds13032,Lisa Cox,,19-May-11,5/19/11,2011-May-19,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA",,32.551019,-117.111768,Attic / Coast to Cactus,Front gate entrance to the beach and dune habitat on Tijuana River National Wildlife Refuge.,PortÃ_n de entrada al hÃ¡bitat de dunas y playa de la Reserva Natural de Vida Silvestre del RÃ_o Tijuana.,,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,"estuary, refuge",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6555184265/in/set-72157628527901173,,,,,175,114,1.53509,1000,653,1.53139,PortÃ_n de entrada al hÃ¡bitat de dunas y playa de la Reserva Natural de Vida Silvestre del RÃ_o Tijuana.
,A hiding American avocet (Recurvirostra americana) chick,,"A hiding American avocet (Recurvirostra americana) chick. It takes a lot of work to walk around on the sticky bay mud, so this little chick is taking a break, while also hiding from predators.",6551228265_a8c0b015d1_o,ds13031,Lisa Cox,,22-Jun-11,6/22/11,2011-Jun-22,"San Diego Bay National Wildlife Refuge, San Diego, CA",,32.5983148,-117.1229822,Attic / Coast to Cactus,"An American Avocet (Recurvirostra americana) chick. It takes a lot of work to walk around on the sticky bay mud, so this chick is taking a break, hiding from predators.","Un polluelo de avoceta americana (Recurvirostra americana). Requiere mucho trabajo caminar por el lodo pegajoso de la bahÃ_a, asÃ_ que este polluelo estÃ¡ tomando un descanso, escondiÃ©ndose de los predadores.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0",Lisa Cox/U.S. Fish and Wildlife Service,"avocet, bird",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,13,San Diego - Coast,,https://www.flickr.com/photos/usfws_pacificsw/6551228265/in/set-72157625068637776/,,,,,175,117,1.49573,1000,668,1.49701,"Un polluelo de avoceta americana (Recurvirostra americana). Requiere mucho trabajo caminar por el lodo pegajoso de la bahÃ_a, asÃ_ que este polluelo estÃ¡ tomando un descanso, escondiÃ©ndose de los predadores."
