"umoId","title","artistCreator","description","objectId","_id","photographer","people","appDate","isoDate","origDate","creationPlace","event","latitude","longitude","exhibition","labelTextEnglish","labelTextSpanish","locality","specimenNumber","commonName","scientificName","medium","copyright","creditLine","keyword","restrictionsForAccess","materialsReleaseRecd","permissionsRestrictions","sourceInstitution","infoStatus","institutionDesc","habitatDs","dsLocId","generalLocationDs","thenNowDs","internalNotes","","","","","thumbWidth","thumbHeight","thumbAspectRatio","expandedHeight","expandedWidth","expandedAspectRatio"
"","van Rossem's gull-billed tern,","","van Rossem's gull-billed tern. They are a medium-sized migratory seabird that feed on a variety of small prey items, including crabs, lizards, insects, chicks of other bird species, and fish. They are also a ground-nesting species whose nests consist of shallow scrapes with pieces of rocks, shells, or fish bones.","5759704018_f35a279008_o","ds13020","Eric Kershner","","date-May 12, 2010","iso-2010-05-12","2010-May-12","San Diego Bay National Wildlife Refuge, CA","","32.5983148","-117.1229822","Attic / Coast to Cactus","Van Rossem's Gull-billed Tern are a medium-sized migratory seabird that feed on a variety of small prey items, including crabs, lizards, insects, chicks of other bird species, and fish.","","","","","","","(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0"," Eric Kershner/U.S. Fish and Wildlife Service","tern, bird","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/usfws_pacificsw/5759704018/in/set-72157625068637776/","","","","","175","117","1.49573","1500","1003","1.49551"
"","","","Mr. Wright hunting beetles.","A28_001 Imperial beach beetle hunting 1","ds13019","","","date-May 02, 1925","iso-1925-05-02","1925-May-02","Imperial Beach, CA","","32.5628648","-117.1164069","Attic / Coast to Cactus","Mr. Wright hunting beetles for the San Diego Natural History Museum.","","","","","","","© San Diego Natural History Museum","San Diego Natural History Museum","beetle","","","","","","","Coast","13","San Diego - Coast","","San Diego Natural History MuseumRare Book Room page scan A28","","","","","175","94","1.8617","1500","803","1.868"
"","","","Dog surfing competition at Imperial Beach.","SBard_ImperialBeachdogsurfing","ds13018","Susanne Clara Bard","","date-2013","iso-2013-00-00","2013","Imperial Beach, CA","","32.5628648","-117.1164069","Attic / Coast to Cactus","Only in San Diego:  a dog surfing competition is held every year at Imperial Beach.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","dog","Need release","","","","","","Coast","13","San Diego - Coast","","","","","","","175","123","1.42276","1500","1051","1.42721"
"","","","The Coronado Bridge is over 2 miles long.","SBard_CoronadoBridge","ds13017","Susanne Clara Bard","","date-2013","iso-2013-00-00","2013","Coronado Island, CA","","32.6463448","-117.1735194","Attic / Coast to Cactus","The Coronado Bridge connects San Diego and Coronado Island.  It is over two miles long.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","bridge","Need release","","","","","","Coast","13","San Diego - Coast","","","","","","","175","114","1.53509","1500","980","1.53061"
"","","","Toby Vinje tests the waters at Coronado Beach.","SBard_CoronadoBeach04","ds13016","Susanne Clara Bard","","date-2013","iso-2013-00-00","2013","Coronado Island, CA","","32.6463448","-117.1735194","Attic / Coast to Cactus","Toby Vinje tests the waters at Coronado Beach.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","beach, children","Need release","","","","","","Coast","13","San Diego - Coast","","","","","","","131","175","0.748571","1125","1500","0.75"
"","","","The Vinjes look out on the Pacific Ocean after a big storm.","SBard_AfterTheStorm","ds13015","Susanne Clara Bard","","date-2014","iso-2014-00-00","2014","Sunset Cliffs, San Diego, CA","","32.727287","-117.2509864","Attic / Coast to Cactus","The Vinjes look out on the Pacific Ocean after a big storm.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","storm","Need release","","","","","","Coast","13","San Diego - Coast","","","","","","","175","127","1.37795","1500","1090","1.37615"
"","","","Sunset at Cabrillo National Monument.","SBard_Cabrillo","ds13014","Susanne Clara Bard","","date-2014","iso-2014-00-00","2014","Cabrillo National Monument, Point Loma, CA","","32.6728385","-117.2411559","Attic / Coast to Cactus","Sunset at Cabrillo National Monument.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","sunset","Need release","","","","","","Coast","13","San Diego - Coast","","","","","","","175","104","1.68269","1500","890","1.68539"
"","","","Big lobster caught by Tom Guydos off Sunset Cliffs in Ocean Beach (spearfishing).","SDHNM_Randerson_004","ds13013","","","date-1954","iso-1954-00-00","1954","Ocean Beach, San Diego, CA","","32.727287","-117.2509864","Attic / Coast to Cactus","Big lobster caught by Tom Guydos off Sunset Cliffs in Ocean Beach while spearfishing.","","","","","","","© Susan Randerson","Susan Randerson","lobster","","Y","","","","","Coast","13","San Diego - Coast","","","","","","","173","175","0.988571","1484","1500","0.989333"
"","","","The San Diego River is normally quite dry, but after the storm of April 5, 1926, quite a head of water was running under Old Town Bridge.","A31_001 San diego river high water 1926","ds13012","","","date-1926","iso-1926-00-00","1926","San Diego, CA","","32.7525667","-117.2027521","Attic / Coast to Cactus","The San Diego River is normally quite dry, but after the storm of April 5, 1926, quite a head of water was running under the Old Town Bridge.","","","","","","","© San Diego Natural History Museum","San Diego Natural History Museum","river","","","","","","","Coast","13","San Diego - Coast","","San Diego Natural History Museum Rare Book Room Page Scan A31","","","","","175","102","1.71569","1500","870","1.72414"
"","","","Portion of business section and harbor, San Diego, California, 1911","3b46755u","ds13011","","","date-1911","iso-1911-00-00","1911","San Diego, CA","","32.6837881","-117.1218014","Attic / Coast to Cactus","A portion of San Diego's business section and harbor.","","","","","","","Library of Congress/Copyright by Arcade View Co.","Library of Congress Prints and Photographs Division","harbor, aerial","Check - Copyright listed as: ""by Arcade View Co.""","","","","","","Coast","13","San Diego - Coast","","http://www.loc.gov/pictures/item/91787430/","","","","","175","125","1.4","1500","1070","1.40187"
"","","","Sign Welcome to San Diego. California","8c00331u","ds13010","Lee, Russell","","date-1941","iso-1941-00-00","1941","Old Town, San Diego, CA","","32.7537206","-117.1953484","Attic / Coast to Cactus","""Welcome to San Diego, California"" sign.","","","","","","","Library of Congress Farm Security Administration/Public Domain","Library of Congress Farm Security Administration","San Diego","No known restrictions. For information, see U.S. Farm Security Administration/Office of War Information Black & White Photographs(http://www.loc.gov/rr/print/res/071_fsab.html)","","","","","","Coast","13","San Diego - Coast","","http://www.loc.gov/pictures/item/fsa2000019597/PP/","","","","","175","130","1.34615","1500","1117","1.34288"
"","","","Mission Beach at sunset.","SBard_MissionBeach03","ds13009","Susanne Clara Bard","","date-2014","iso-2014-00-00","2014","Mission Beach, San Diego, CA","","32.7752065","-117.2491349","Attic / Coast to Cactus","Mission Beach at sunset.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","beach","Need release","","","","","","Coast","13","San Diego - Coast","","","","","","","175","126","1.38889","1500","1077","1.39276"
"","","","Hotel Del Coronado","4a32222u","ds13008","Detroit Publishing Co.","","date-1899","iso-1899-00-00","1899","Coronado Island, CA","","32.6463448","-117.1735194","Attic / Coast to Cactus","The Hotel Del Coronado, San Diego.","","","","","","","Library of Congress/Copyright deposit, State Historical Society of Colorado; 1949.","Library of Congress","hotel","""No known restrictions on publication."" Copyright deposit. State Historical Society of Colorado; 1949.","","","","","","Coast","13","San Diego - Coast","THEN?","http://www.loc.gov/pictures/item/det1994008831/PP/  get more details on photo","","","","","175","144","1.21528","1500","1235","1.21457"
"","","","Tijuana Estuary","JMelli46_13926644414_6a0c236dd1_o","ds13007","Jim Melli","","date-April 11, 2014","iso-2014-04-11","2014-Apr-11","Tijuana Estuary, Imperial Beach, CA","","32.551019","-117.111768","Attic / Coast to Cactus","Brown Pelicans, Western Gulls and Terns loafing at Tijuana Estuary.","","","","","","","©Jim Melli","Jim Melli","estuary","Need release","","","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/melli46/13926644414/in/set-72157644127089763  get more details on photo","","","","","175","125","1.4","1500","1069","1.40318"
"","","","Tijuana Estuary","JMelli46_13926648264_ff770fe58d_o","ds13006","Jim Melli","","date-April 11, 2014","iso-2014-04-11","2014-Apr-11","Tijuana Estuary, Imperial Beach, CA","","32.551019","-117.111768","Attic / Coast to Cactus","A flock of Terns flying over Tijuana Estuary.","","","","","","","©Jim Melli","Jim Melli","estuary","Need release","","","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/melli46/13926648264/in/set-72157644127089763  get more details on photo","","","","","175","117","1.49573","1500","1000","1.5"
"","","","Tijuana Estuary","JMelli46_13926264333_61efaabb76_o","ds13005","Jim Melli","","date-April 11, 2014","iso-2014-04-11","2014-Apr-11","Tijuana Estuary, Imperial Beach, CA","","32.551019","-117.111768","Attic / Coast to Cactus","California Horn Snails (Cerithidiopsis californica) are common in salt marsh estuaries.","","","","","","","©Jim Melli","Jim Melli","estuary","Need release","","","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/melli46/13926264333/in/set-72157644127089763 get more details on photo","","","","","175","121","1.44628","1500","1034","1.45068"
"","","","Tijuana Estuary","JMelli46_13926215605_536d7dd402_o","ds13004","Jim Melli","","date-April 11, 2014","iso-2014-04-11","2014-Apr-11","Tijuana Estuary, Imperial Beach, CA","","32.551019","-117.111768","Attic / Coast to Cactus","Sand-verbena (Abronia maritima).","","","","","","","©Jim Melli","Jim Melli","estuary","Need release","","","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/melli46/13926215605/in/set-72157644127089763 get more details on photo","","","","","175","116","1.50862","1500","992","1.5121"
"11670862","","","Girl Scouts on a nature walk at Coronado.","walk beach ch5","ds13003","Inspired by Nature Book","","date-Between 1922 and 1932","iso-1927-00-00","1922/1932","Coronado Island, CA","","32.6463448","-117.1735194","Attic / Coast to Cactus","Girl Scouts on a nature walk at Coronado.","","","","","","","?","San Diego Natural History Museum","beach","","","","","","","Coast","13","San Diego - Coast","","San Diego Natural History Museum Date is approximate 1947-63; ca. 1927","","","","","175","76","2.30263","1500","647","2.31839"
"","","","Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.","SBard_CoronadoBeachSandcastles02","ds13002","Susanne Clara Bard","","date-2013","iso-2013-00-00","2013","Coronado Island, CA","","32.6463448","-117.1735194","Attic / Coast to Cactus","Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","children, beach","Need release","","","","","","Coast","13","San Diego - Coast","NOW1","","","","","","175","131","1.33588","1500","1125","1.33333"
"","","","Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.","94_19136-119 Children building a sand castle on a beach in Coronado 1925_R","ds13001","","","date-1925","iso-1925-00-00","1925","Coronado Island, CA","","32.6463448","-117.1735194","Attic / Coast to Cactus","Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.","","","","","","","© San Diego History Center","San Diego History Center","children, beach","Need permissions","","","","","","Coast","13","San Diego - Coast","THEN1","Then photo to go with Now sandcastle building","","","","","175","136","1.28676","1500","1163","1.28977"
"","Collecting trip SDNHM","","The dam at Big Bear Lake. From a San Diego Natural History Museum collecting trip to Bluff Lake.","A63_001 Bear Lake dam","ds12012","","","date-1924","iso-1924-00-00","1924","Big Bear Lake, CA","","34.2447662","-116.902604","Attic / Coast to Cactus","The dam at Big Bear Lake. From a San Diego Natural History Museum collecting trip to Bluff Lake.","","","","","","","© San Diego Natural History Museum","San Diego Natural History Museum","","","","","","","","Mountains","12","San Bernardino Mountains","","San Diego Natural History Museum Rare Book Room Page Scan A63","","","","","175","140","1.25","1500","1204","1.24585"
"","Collecting trip SDNHM","","In the control, Clark Grade. From a San Diego Natural History Museum collecting trip to Bluff Lake.","A62_001 lines of cars_R","ds12011","","","date-1924","iso-1924-00-00","1924","Bluff Lake, CA","","34.220426","-116.965867","Attic / Coast to Cactus","""In the control, Clark Grade."" From a San Diego Natural History Museum collecting trip to Bluff Lake.","","","","","","","© San Diego Natural History Museum","San Diego Natural History Museum","","","","","","","","Mountains","12","San Bernardino Mountains","","San Diego Natural History Museum Rare Book Room Page Scan A63","","","","","175","136","1.28676","1500","1163","1.28977"
"","Silverwood Lake.","","View of Silverwood Lake from the Rim of the World Scenic Byway (Route 138) in the San Bernardino Mountains.","5140675963_e74e16ba14_o","ds12010","Tony Hall","","date-November 02, 2010","iso-2010-11-02","2010-Nov-02","Silverwood Lake, CA","","34.2906176","-117.3249217","Attic / Coast to Cactus","View of Silverwood Lake from the Rim of the World Scenic Byway (Route 138) in the San Bernardino Mountains.","","","","","","","(CC) Tony Hall, Creative Commons License 2.0","Tony Hall","","https://creativecommons.org/licenses/by-nd/2.0/","","https://creativecommons.org/licenses/by-nd/2.0/","","","","Mountains","12","San Bernardino Mountains","","https://www.flickr.com/photos/anotherphotograph/5140675963/","","","","","175","131","1.33588","1500","1125","1.33333"
